country,region,crop,year,window,season_days,rain_sum,rain_mean,dry_days_1mm,dry_days_2mm,max_dry_spell_1mm,dry_spell_events_7d,dry_spell_events_14d,heavy_rain_days_10,heavy_rain_days_20,heavy_rain_days_25,heavy_rain_days_50,max_1day_rain,max_3day_rain,max_7day_rain,wet_days_1mm,season_tmax_mean,season_tmin_mean,season_tmean_mean,growing_degree_days_base5,heat_days_30,heat_days_35,heat_days_40,max_consecutive_heat_days_30,max_consecutive_heat_days_35,heatwave_events_3d_30,heatwave_events_3d_35,heat_degree_days_30,heat_degree_days_35,hot_dry_days_30_1mm,frost_days_0,cold_days_5,min_tmin,frost_events_2d,radiation_sum,radiation_mean,rain_sum_early,heat_days_35_early,frost_days_0_early,radiation_sum_early,max_3day_rain_early,rain_sum_mid,heat_days_35_mid,frost_days_0_mid,radiation_sum_mid,max_3day_rain_mid,rain_sum_late,heat_days_35_late,frost_days_0_late,radiation_sum_late,max_3day_rain_late,lat,lon,yield_t_ha
United States,Colorado,Barley,1990,spring,183.0,301.59,1.648,105,128,13,7,0,2,0,0,0,10.7,21.87,42.74,78,19.712,3.611,11.661,1301.845,5,0,0,3,0,1,0,4.32,0.0,5,54,94,-9.91,5,3943.75,21.551,96.29,0,51,1257.22,20.9,101.38,0,3,1505.29,21.87,103.92,0,0,1181.24,15.82,39.0,-105.5,4.3041
United States,Colorado,Barley,1991,spring,183.0,307.78,1.682,95,127,14,5,1,2,0,0,0,14.0,26.75,45.55,88,18.768,3.17,10.969,1219.64,0,0,0,0,0,0,0,0.0,0.0,0,51,94,-9.88,5,3913.54,21.385,83.3,0,44,1325.57,14.32,129.48,0,1,1387.43,26.75,95.0,0,6,1200.54,20.9,39.0,-105.5,4.3041
United States,Colorado,Barley,1992,spring,183.0,259.56,1.418,110,142,19,7,1,1,1,1,0,39.39,50.55,54.13,73,19.176,3.316,11.246,1179.475,0,0,0,0,0,0,0,0.0,0.0,0,39,115,-5.86,6,3858.64,21.085,62.91,0,32,1313.23,15.32,94.16,0,2,1362.16,12.43,102.49,0,5,1183.25,50.55,39.0,-105.5,4.3579
United States,Colorado,Barley,1993,spring,183.0,238.45,1.303,111,140,14,4,1,1,0,0,0,12.43,15.66,20.49,72,18.454,2.485,10.47,1127.475,0,0,0,0,0,0,0,0.0,0.0,0,61,113,-9.66,6,4033.22,22.039,79.37,0,44,1328.56,12.75,61.63,0,7,1556.66,15.66,97.45,0,10,1148.0,12.68,39.0,-105.5,4.5731
United States,Colorado,Barley,1994,spring,183.0,282.32,1.543,113,136,15,7,1,2,1,0,0,21.08,25.35,31.78,70,20.061,4.055,12.058,1423.355,1,0,0,1,0,0,0,0.09,0.0,1,34,90,-10.79,3,3956.52,21.62,127.91,0,30,1270.34,25.35,49.93,0,0,1534.46,14.92,104.48,0,4,1151.72,16.86,39.0,-105.5,4.8421
United States,Colorado,Barley,1995,spring,183.0,414.0,2.262,85,112,11,5,0,5,1,0,0,23.69,40.21,46.06,98,17.072,2.247,9.66,1066.205,0,0,0,0,0,0,0,0.0,0.0,0,68,107,-14.61,5,3875.13,21.176,189.48,0,57,1227.58,40.21,119.26,0,5,1442.49,27.74,105.26,0,6,1205.06,16.6,39.0,-105.5,5.3801
United States,Colorado,Barley,1996,spring,183.0,305.42,1.669,102,133,14,3,1,3,1,0,0,24.09,44.02,47.61,81,19.441,3.444,11.443,1298.315,0,0,0,0,0,0,0,0.0,0.0,0,49,91,-9.07,5,4045.24,22.105,92.18,0,41,1365.32,44.02,107.97,0,1,1496.0,18.14,105.27,0,7,1183.92,12.66,39.0,-105.5,5.5953
United States,Colorado,Barley,1997,spring,183.0,352.96,1.929,95,126,23,4,1,3,0,0,0,16.43,29.52,43.12,88,18.673,3.297,10.985,1274.17,0,0,0,0,0,0,0,0.0,0.0,0,48,96,-14.25,4,4019.71,21.966,101.88,0,46,1329.14,23.95,120.07,0,0,1504.32,29.52,131.01,0,2,1186.25,26.54,39.0,-105.5,5.8105
United States,Colorado,Barley,1998,spring,183.0,285.92,1.562,116,134,15,6,2,1,0,0,0,10.23,25.26,43.77,67,19.259,3.331,11.295,1304.93,2,0,0,1,0,0,0,0.77,0.0,2,55,96,-12.78,5,4155.58,22.708,72.32,0,49,1394.4,13.56,125.69,0,6,1499.4,25.26,87.91,0,0,1261.78,14.85,39.0,-105.5,6.1871
United States,Colorado,Barley,1999,spring,183.0,389.29,2.127,88,122,10,4,0,6,0,0,0,19.81,51.36,67.11,95,17.665,2.47,10.067,1134.76,0,0,0,0,0,0,0,0.0,0.0,0,58,105,-14.7,4,3960.1,21.64,175.6,0,48,1295.75,51.36,114.4,0,4,1474.02,19.54,99.29,0,6,1190.33,21.72,39.0,-105.5,5.6491
United States,Colorado,Barley,2000,spring,183.0,262.4,1.434,117,141,21,5,1,2,0,0,0,14.9,23.24,36.34,66,21.091,4.253,12.672,1475.9,0,0,0,0,0,0,0,0.0,0.0,0,50,85,-14.49,5,4009.2,21.908,70.1,0,45,1342.5,16.53,87.21,0,0,1496.87,23.24,105.09,0,5,1169.83,16.82,39.0,-105.5,6.1871
United States,Colorado,Barley,2001,spring,183.0,265.33,1.45,114,142,13,6,0,2,0,0,0,15.91,39.28,49.41,69,20.639,4.105,12.372,1444.555,2,0,0,1,0,0,0,0.42,0.0,1,42,88,-10.01,6,3951.5,21.593,103.63,0,37,1291.93,39.28,81.0,0,3,1473.77,15.35,80.7,0,2,1185.8,11.93,39.0,-105.5,5.7567
United States,Colorado,Barley,2002,spring,183.0,161.7,0.884,138,158,29,9,2,1,0,0,0,12.88,21.61,30.39,45,21.77,4.329,13.05,1500.895,3,0,0,2,0,0,0,2.24,0.0,3,50,85,-6.76,6,4160.07,22.733,31.51,0,46,1407.53,9.89,52.43,0,0,1537.38,10.35,77.76,0,4,1215.16,21.61,39.0,-105.5,5.5953
United States,Colorado,Barley,2003,spring,183.0,226.22,1.236,110,145,17,4,2,0,0,0,0,7.1,14.29,22.6,73,20.481,3.843,12.162,1396.305,9,0,0,3,0,1,0,3.63,0.0,6,53,98,-9.73,5,3987.8,21.791,62.43,0,44,1280.71,14.29,80.79,0,2,1482.95,13.97,83.0,0,7,1224.14,14.27,39.0,-105.5,5.8643
United States,Colorado,Barley,2004,spring,183.0,322.21,1.761,112,129,20,7,2,3,0,0,0,16.28,26.36,42.59,71,19.167,3.051,11.109,1221.05,0,0,0,0,0,0,0,0.0,0.0,0,45,103,-10.38,4,3882.13,21.214,103.73,0,41,1313.44,25.63,137.75,0,0,1369.43,26.36,80.73,0,4,1199.26,22.96,39.0,-105.5,6.3485
United States,Colorado,Barley,2005,spring,183.0,240.21,1.313,128,148,17,6,1,3,0,0,0,17.79,28.61,30.79,55,20.221,3.691,11.956,1369.71,3,0,0,3,0,1,0,3.17,0.0,3,51,90,-12.8,4,4083.31,22.313,66.58,0,45,1364.72,18.51,77.49,0,4,1511.62,16.42,96.14,0,2,1206.97,28.61,39.0,-105.5,6.9941
United States,Colorado,Barley,2006,spring,183.0,294.09,1.607,113,142,8,8,0,4,0,0,0,17.67,33.97,64.35,70,20.183,3.89,12.037,1348.665,2,0,0,1,0,0,0,0.98,0.0,2,52,89,-7.02,5,3993.04,21.82,43.12,0,41,1400.31,8.43,124.13,0,0,1444.52,33.97,126.84,0,11,1148.21,20.73,39.0,-105.5,6.1871
United States,Colorado,Barley,2007,spring,183.0,332.82,1.819,103,128,13,3,0,3,0,0,0,16.57,24.07,40.22,80,19.898,3.938,11.918,1369.22,1,0,0,1,0,0,0,0.47,0.0,1,49,94,-12.18,6,3876.76,21.184,115.94,0,42,1231.03,24.07,105.83,0,3,1442.18,21.61,111.05,0,4,1203.55,22.08,39.0,-105.5,6.4561
United States,Colorado,Barley,2008,spring,183.0,222.76,1.217,134,150,17,6,1,3,0,0,0,17.58,34.66,38.07,49,19.475,2.861,11.168,1288.03,1,0,0,1,0,0,0,0.3,0.0,1,56,104,-13.29,6,4114.26,22.482,62.68,0,49,1370.87,15.64,49.24,0,6,1531.36,9.81,110.84,0,1,1212.03,34.66,39.0,-105.5,6.4561
United States,Colorado,Barley,2009,spring,183.0,324.15,1.771,107,131,17,3,1,3,0,0,0,19.63,30.37,41.33,76,18.894,2.934,10.914,1211.51,0,0,0,0,0,0,0,0.0,0.0,0,50,105,-15.47,3,3859.27,21.089,117.99,0,41,1259.58,30.37,129.41,0,2,1411.84,19.28,76.75,0,7,1187.85,19.33,39.0,-105.5,7.2631
United States,Colorado,Barley,2010,spring,183.0,245.25,1.34,127,139,22,7,2,1,0,0,0,10.26,24.26,43.68,56,20.083,3.54,11.812,1371.355,1,0,0,1,0,0,0,0.05,0.0,1,51,92,-9.81,5,4176.91,22.825,73.19,0,50,1354.94,23.06,101.9,0,1,1493.51,24.26,70.16,0,0,1328.46,19.21,39.0,-105.5,7.1555
United States,Colorado,Barley,2011,spring,183.0,268.77,1.469,119,139,23,6,2,4,0,0,0,17.51,24.63,31.89,64,19.663,3.37,11.517,1332.95,0,0,0,0,0,0,0,0.0,0.0,0,60,98,-10.11,5,4036.21,22.056,87.71,0,57,1273.01,19.96,84.27,0,0,1543.71,16.9,96.79,0,3,1219.49,24.63,39.0,-105.5,6.7789
United States,Colorado,Barley,2012,spring,183.0,249.12,1.361,124,147,11,7,0,5,0,0,0,19.53,33.21,42.13,59,21.561,4.872,13.217,1548.5,3,0,0,3,0,1,0,1.67,0.0,3,37,83,-7.3,6,4086.55,22.331,70.7,0,37,1417.32,15.09,104.06,0,0,1490.74,33.21,74.36,0,0,1178.49,25.66,39.0,-105.5,6.5637
United States,Colorado,Barley,2013,spring,183.0,372.23,2.034,104,129,17,5,1,6,1,1,0,30.71,54.22,83.37,79,19.416,3.559,11.488,1344.685,2,0,0,2,0,0,0,0.14,0.0,1,57,88,-11.85,5,3833.97,20.951,100.89,0,50,1228.9,29.05,83.36,0,2,1494.76,16.34,187.98,0,5,1110.31,54.22,39.0,-105.5,7.1555
United States,Colorado,Barley,2014,spring,183.0,328.29,1.794,105,128,11,6,0,3,0,0,0,15.59,30.25,46.73,78,18.788,3.247,11.018,1258.095,0,0,0,0,0,0,0,0.0,0.0,0,51,97,-12.65,3,3874.31,21.171,102.79,0,47,1241.17,22.49,117.16,0,2,1461.24,30.25,108.34,0,2,1171.9,14.17,39.0,-105.5,6.6713
United States,Colorado,Barley,2015,spring,183.0,356.76,1.95,107,135,24,3,2,8,1,0,0,20.92,35.51,58.95,76,18.986,3.799,11.393,1275.385,0,0,0,0,0,0,0,0.0,0.0,0,50,85,-10.98,4,3802.81,20.78,192.58,0,50,1140.88,35.51,114.37,0,0,1430.24,21.06,49.81,0,0,1231.69,12.09,39.0,-105.5,6.9941
United States,Colorado,Barley,2016,spring,183.0,264.48,1.445,119,140,15,5,1,3,0,0,0,16.57,29.93,39.6,64,19.62,3.529,11.575,1338.685,1,0,0,1,0,0,0,0.0,0.0,1,52,92,-12.57,4,3931.42,21.483,110.45,0,49,1200.36,29.93,81.09,0,0,1537.4,16.6,72.94,0,3,1193.66,16.36,39.0,-105.5,6.9403
United States,Colorado,Barley,2017,spring,183.0,319.87,1.748,105,137,30,3,2,5,0,0,0,17.81,25.43,44.4,78,19.539,3.845,11.692,1343.8,0,0,0,0,0,0,0,0.0,0.0,0,48,83,-12.41,5,3890.03,21.257,107.05,0,45,1301.73,25.43,108.68,0,0,1449.29,23.04,104.14,0,3,1139.01,21.65,39.0,-105.5,7.1017
United States,Colorado,Barley,2018,spring,183.0,190.32,1.04,137,161,17,8,2,2,0,0,0,13.67,20.31,31.33,46,21.598,4.899,13.249,1575.67,3,0,0,2,0,0,0,0.92,0.0,3,36,76,-8.82,4,4082.34,22.308,60.47,0,33,1322.76,14.0,79.13,0,0,1521.09,20.31,50.72,0,3,1238.49,13.68,39.0,-105.5,7.8011
United States,Colorado,Barley,2019,spring,183.0,247.21,1.351,123,144,22,8,1,2,0,0,0,11.67,20.47,26.74,60,19.45,3.618,11.534,1320.045,0,0,0,0,0,0,0,0.0,0.0,0,60,98,-9.6,4,3902.65,21.326,98.24,0,56,1187.97,20.47,95.19,0,3,1439.25,17.12,53.78,0,1,1275.43,16.46,39.0,-105.5,7.4245
United States,Colorado,Barley,2020,spring,183.0,182.79,0.999,136,153,20,5,3,2,0,0,0,11.82,23.05,30.67,47,21.101,4.078,12.589,1487.595,2,0,0,2,0,0,0,0.89,0.0,2,49,82,-14.32,6,4081.63,22.304,52.08,0,39,1414.38,12.13,85.22,0,2,1452.31,23.05,45.49,0,8,1214.94,17.07,39.0,-105.5,7.8011
United States,Colorado,Barley,2021,spring,183.0,289.21,1.58,115,139,24,4,2,4,0,0,0,16.18,26.29,37.58,68,20.805,4.518,12.662,1503.31,3,0,0,3,0,1,0,2.5,0.0,3,45,80,-10.91,5,3971.02,21.7,103.52,0,42,1244.77,20.51,130.01,0,1,1464.88,25.95,55.68,0,2,1261.37,17.21,39.0,-105.5,5.9719
United States,Colorado,Barley,2022,spring,183.0,318.58,1.741,114,136,16,6,2,6,1,1,0,27.12,37.97,55.91,69,20.681,4.373,12.527,1484.87,2,0,0,2,0,0,0,0.61,0.0,1,52,79,-12.12,4,3934.62,21.501,80.22,0,50,1330.7,28.79,129.67,0,2,1415.99,37.97,108.69,0,0,1187.93,29.51,39.0,-105.5,5.9719
United States,Colorado,Barley,2023,spring,183.0,339.3,1.854,112,135,11,7,0,6,1,1,0,34.14,52.95,62.94,71,19.983,4.131,12.057,1398.08,4,0,0,3,0,1,0,3.13,0.0,4,37,98,-13.06,3,3904.89,21.338,128.47,0,35,1207.4,52.95,106.93,0,0,1439.22,17.34,103.9,0,2,1258.27,22.58,39.0,-105.5,7.0479
United States,Colorado,Barley,2024,spring,183.0,251.73,1.376,122,144,18,7,1,4,0,0,0,17.07,28.94,40.62,61,20.726,4.48,12.603,1478.62,3,0,0,2,0,0,0,1.27,0.0,3,51,78,-8.87,3,4083.45,22.314,89.36,0,51,1355.86,28.94,78.52,0,0,1520.04,17.12,83.85,0,0,1207.55,13.75,39.0,-105.5,7.8011
United States,Colorado,Barley,2025,spring,183.0,287.74,1.572,116,137,17,4,1,5,0,0,0,19.57,30.91,52.02,67,20.877,4.421,12.649,1488.63,2,0,0,1,0,0,0,0.63,0.0,2,43,83,-10.34,6,3814.05,20.842,85.55,0,43,1272.8,30.91,98.18,0,0,1410.33,20.19,104.01,0,0,1130.92,27.98,39.0,-105.5,6.7789
United States,Kansas,Barley,1990,spring,183.0,512.12,2.798,120,133,24,7,2,19,7,2,0,30.19,41.42,79.54,63,28.901,15.425,22.163,3146.655,84,43,12,25,18,8,3,474.3,151.29,62,7,19,-5.28,3,3888.16,21.247,203.52,0,7,1107.63,38.7,148.65,23,0,1505.73,40.38,159.95,20,0,1274.8,41.42,38.5,-98.0,2.3672
United States,Kansas,Barley,1991,spring,183.0,385.34,2.106,114,131,16,5,1,11,1,0,0,21.43,41.61,70.69,69,29.803,16.459,23.131,3318.055,93,37,8,21,8,9,4,438.9,116.69,60,0,10,3.21,0,3858.66,21.086,191.74,0,0,1154.29,41.61,90.27,28,0,1504.77,23.38,103.33,9,0,1199.6,20.23,38.5,-98.0,1.7754
United States,Kansas,Barley,1992,spring,183.0,640.09,3.498,99,117,11,5,0,23,7,3,0,30.33,72.78,99.54,84,26.498,13.776,20.137,2772.205,47,6,0,6,2,5,0,108.26,4.0,23,3,14,-4.31,1,3708.45,20.265,135.93,1,3,1206.43,31.16,351.11,5,0,1302.21,45.69,153.05,0,0,1199.81,46.98,38.5,-98.0,2.152
United States,Kansas,Barley,1993,spring,183.0,823.38,4.499,93,107,11,4,0,32,10,5,1,50.98,79.58,136.46,90,25.255,13.858,19.557,2668.645,46,5,0,11,3,6,1,107.16,1.63,22,4,21,-2.5,1,3532.7,19.304,209.03,0,4,1024.5,47.71,438.71,1,0,1365.22,79.58,175.64,4,0,1142.98,29.41,38.5,-98.0,2.4748
United States,Kansas,Barley,1994,spring,183.0,372.65,2.036,123,136,14,6,1,10,1,1,0,35.11,58.29,77.0,60,29.006,15.115,22.061,3134.24,98,33,1,14,5,13,4,380.3,60.01,68,6,21,-5.77,2,4001.63,21.867,108.97,2,6,1276.63,39.49,205.38,16,0,1507.67,58.29,58.3,15,0,1217.33,12.49,38.5,-98.0,2.0444
United States,Kansas,Barley,1995,spring,183.0,641.31,3.504,108,122,20,5,1,21,7,5,0,45.98,59.7,109.53,75,26.496,14.026,20.261,2799.555,63,32,0,22,13,5,4,278.04,45.57,47,5,26,-2.85,1,3598.27,19.663,336.44,0,4,991.44,59.7,167.73,10,0,1435.41,44.03,137.14,22,1,1171.42,38.37,38.5,-98.0,1.883
United States,Kansas,Barley,1996,spring,183.0,618.27,3.379,106,125,13,5,0,15,8,5,0,42.61,79.71,99.77,77,28.139,14.93,21.535,3027.93,78,28,1,22,7,9,5,321.35,70.29,43,6,20,-2.89,2,3815.48,20.85,221.34,5,6,1225.29,79.71,164.22,20,0,1476.14,26.67,232.71,3,0,1114.05,44.89,38.5,-98.0,1.7754
United States,Kansas,Barley,1997,spring,183.0,575.06,3.142,110,129,12,4,0,19,6,3,0,31.37,55.97,87.34,73,27.265,14.119,20.692,2903.765,70,19,0,13,6,9,3,252.62,35.8,47,8,19,-8.73,1,3952.62,21.599,142.93,1,8,1280.14,31.99,193.98,15,0,1493.85,51.48,238.15,3,0,1178.63,55.97,38.5,-98.0,2.2596
United States,Kansas,Barley,1998,spring,183.0,462.36,2.527,115,129,17,7,2,16,2,0,0,24.01,48.72,71.59,68,29.422,15.982,22.702,3239.66,103,42,7,21,9,11,5,465.92,113.56,73,2,21,-1.19,0,3992.48,21.817,105.15,1,2,1325.76,24.46,243.7,19,0,1428.51,48.72,113.51,22,0,1238.21,30.68,38.5,-98.0,1.883
United States,Kansas,Barley,1999,spring,183.0,636.3,3.477,102,116,12,4,0,17,4,4,1,59.29,69.22,79.23,81,27.092,14.791,20.941,2917.355,67,18,0,22,4,6,3,251.25,39.16,47,1,11,-0.15,0,3743.53,20.456,228.34,0,1,1216.04,50.22,250.01,7,0,1369.15,68.93,157.95,11,0,1158.34,59.02,38.5,-98.0,2.421
United States,Kansas,Barley,2000,spring,183.0,386.3,2.111,132,143,27,5,2,11,3,3,0,29.1,60.96,99.2,51,29.803,15.442,22.623,3224.95,97,50,12,32,17,9,5,535.84,179.9,75,5,16,-2.23,1,3991.87,21.813,122.93,0,5,1264.27,41.78,238.56,12,0,1480.15,60.96,24.81,38,0,1247.45,14.7,38.5,-98.0,1.883
United States,Kansas,Barley,2001,spring,183.0,550.27,3.007,118,126,13,6,0,16,5,3,0,49.96,71.16,89.66,65,29.883,15.931,22.907,3276.995,93,37,12,27,12,9,4,477.01,146.81,67,1,11,-1.61,0,4055.17,22.159,193.47,0,1,1266.04,54.37,187.75,20,0,1520.02,47.13,169.05,17,0,1269.11,71.16,38.5,-98.0,2.69
United States,Kansas,Barley,2002,spring,183.0,448.8,2.452,119,137,16,7,1,13,4,4,0,32.47,62.94,80.87,64,29.707,15.727,22.717,3246.905,100,47,4,31,11,8,7,490.01,109.89,72,4,12,-5.51,1,3952.46,21.598,154.41,1,4,1232.34,25.39,143.14,29,0,1495.49,41.44,151.25,17,0,1224.63,62.94,38.5,-98.0,1.9906
United States,Kansas,Barley,2003,spring,183.0,457.66,2.501,125,139,16,9,1,14,8,5,0,28.31,61.54,77.66,58,28.623,14.984,21.803,3077.63,75,44,12,59,12,3,6,455.8,159.99,57,5,11,-3.14,1,3959.59,21.637,184.56,0,5,1248.32,38.72,87.68,25,0,1517.06,25.32,185.42,19,0,1194.21,61.54,38.5,-98.0,3.0666
United States,Kansas,Barley,2004,spring,183.0,559.96,3.06,114,123,11,6,0,19,4,2,1,51.2,68.02,87.07,69,28.041,14.797,21.419,3005.425,75,16,0,13,4,13,3,249.19,28.16,54,2,16,-1.17,0,4016.83,21.95,119.03,2,2,1313.57,20.56,307.48,9,0,1408.58,68.02,133.45,5,0,1294.68,39.81,38.5,-98.0,1.5064
United States,Kansas,Barley,2005,spring,183.0,522.54,2.855,123,131,15,7,1,20,5,3,0,33.92,52.42,80.89,60,28.757,15.677,22.217,3150.75,81,28,4,15,6,13,4,348.7,71.8,63,2,19,-1.21,0,4039.52,22.074,135.35,1,2,1324.5,30.54,218.58,17,0,1523.51,52.42,168.61,10,0,1191.51,35.18,38.5,-98.0,2.2596
United States,Kansas,Barley,2006,spring,183.0,507.03,2.771,116,128,15,4,1,13,4,3,0,31.04,60.52,88.37,67,29.81,15.981,22.896,3274.965,93,42,8,24,9,11,5,465.74,134.46,57,0,8,0.68,0,4085.95,22.328,149.25,3,0,1328.63,28.19,138.72,29,0,1562.03,30.86,219.06,10,0,1195.29,60.52,38.5,-98.0,1.4526
United States,Kansas,Barley,2007,spring,183.0,686.09,3.749,114,128,11,3,0,21,8,7,1,71.32,96.41,113.28,69,26.639,15.438,21.038,2965.92,59,11,0,16,9,6,1,166.37,14.19,43,8,14,-8.31,1,3768.04,20.59,325.95,0,8,1174.89,96.41,218.65,0,0,1352.65,43.41,141.49,11,0,1240.5,33.42,38.5,-98.0,2.7976
United States,Kansas,Barley,2008,spring,183.0,647.01,3.536,113,128,13,6,0,28,6,4,0,38.36,54.27,71.85,70,26.964,14.413,20.688,2871.725,61,20,1,10,6,9,3,219.0,37.93,38,6,27,-1.41,2,3853.15,21.055,210.52,0,6,1263.92,46.92,215.22,15,0,1480.54,38.01,221.27,5,0,1108.69,54.27,38.5,-98.0,1.9906
United States,Kansas,Barley,2009,spring,183.0,589.9,3.223,110,119,7,3,0,22,4,3,0,35.49,46.93,83.27,73,27.043,14.394,20.719,2883.645,62,19,0,14,5,9,3,234.45,31.35,38,5,16,-5.41,1,3824.76,20.9,178.4,0,5,1247.2,42.4,220.67,13,0,1444.31,46.93,190.83,6,0,1133.25,44.03,38.5,-98.0,2.7438
United States,Kansas,Barley,2010,spring,183.0,559.3,3.056,116,133,12,4,0,14,7,5,0,41.2,68.74,94.06,67,29.523,16.461,22.992,3292.53,94,36,6,22,8,9,4,419.62,87.33,66,0,9,1.98,0,4037.51,22.063,158.35,0,0,1298.36,37.53,243.05,17,0,1467.54,68.74,157.9,19,0,1271.61,50.27,38.5,-98.0,2.3134
United States,Kansas,Barley,2011,spring,183.0,352.86,1.928,132,146,15,8,1,12,3,2,0,30.89,44.61,80.2,51,31.122,16.43,23.776,3436.635,106,69,30,49,25,7,9,745.34,311.56,75,1,10,-1.12,0,4070.36,22.242,133.89,4,1,1242.86,44.61,96.92,43,0,1569.55,20.9,122.05,22,0,1257.95,39.15,38.5,-98.0,1.5602
United States,Kansas,Barley,2012,spring,183.0,314.41,1.718,140,149,15,8,1,9,3,3,0,33.37,55.74,58.58,43,31.545,16.842,24.193,3512.41,115,53,25,53,21,9,4,664.92,233.73,94,0,2,3.37,0,4178.71,22.834,101.56,3,0,1354.09,29.14,87.8,37,0,1618.41,50.6,125.05,13,0,1206.21,55.74,38.5,-98.0,3.1204
United States,Kansas,Barley,2013,spring,183.0,642.76,3.512,116,128,14,6,1,22,8,5,0,43.91,71.91,117.61,67,28.043,14.938,21.49,3032.935,79,29,3,14,9,8,5,342.5,72.05,55,11,25,-5.41,3,3799.13,20.76,179.95,2,11,1179.49,58.0,255.86,21,0,1433.25,71.91,206.95,6,0,1186.39,69.61,38.5,-98.0,2.5286
United States,Kansas,Barley,2014,spring,183.0,545.88,2.983,115,129,12,6,0,17,4,2,1,55.01,61.12,102.81,68,28.825,15.291,22.058,3122.55,92,32,2,16,10,12,3,360.59,68.47,61,4,20,-2.29,1,3950.77,21.589,87.9,4,4,1286.17,27.51,277.16,11,0,1443.04,61.12,180.82,17,0,1221.56,42.3,38.5,-98.0,1.883
United States,Kansas,Barley,2015,spring,183.0,602.88,3.294,109,123,10,6,0,21,6,3,0,29.8,50.1,79.51,74,28.54,16.145,22.342,3173.675,83,28,0,18,6,10,4,315.09,40.47,56,0,9,0.3,0,3810.15,20.82,288.89,0,0,1150.24,50.1,187.53,20,0,1428.35,44.87,126.46,8,0,1231.56,37.61,38.5,-98.0,2.0982
United States,Kansas,Barley,2018,spring,183.0,581.27,3.176,117,129,12,4,0,18,9,2,0,29.76,70.85,85.05,66,28.952,16.077,22.515,3230.785,96,29,0,12,6,12,4,367.0,51.41,66,12,21,-7.03,3,3967.38,21.68,140.87,1,12,1307.26,31.99,210.59,23,0,1536.22,44.52,229.81,5,0,1123.9,70.85,38.5,-98.0,1.6678
United States,Kansas,Barley,2019,spring,183.0,780.54,4.265,105,117,12,5,0,27,12,7,0,47.36,100.49,128.61,78,26.538,15.618,21.078,2944.57,58,1,0,10,1,8,0,102.66,0.09,37,4,11,-2.99,1,3875.51,21.178,374.94,0,4,1191.97,100.49,185.32,0,0,1565.81,68.48,220.28,1,0,1117.73,50.53,38.5,-98.0,1.7754
United States,Kansas,Barley,2020,spring,183.0,497.16,2.717,123,134,19,6,2,18,8,2,0,26.62,43.97,66.54,60,27.62,14.849,21.234,2979.89,82,19,0,20,7,8,2,297.5,27.35,55,11,16,-5.18,3,3965.75,21.671,153.89,0,11,1213.94,39.78,261.94,5,0,1543.38,43.97,81.33,14,0,1208.43,42.04,38.5,-98.0,2.7438
United States,Kansas,Barley,2021,spring,183.0,495.99,2.71,119,136,13,5,0,18,4,3,0,33.98,67.23,95.24,64,28.578,15.933,22.255,3159.65,92,38,2,31,6,10,7,389.95,86.73,69,4,17,-2.9,1,3889.68,21.255,194.96,0,4,1160.14,41.38,118.21,19,0,1482.07,37.66,182.82,19,0,1247.47,67.23,38.5,-98.0,3.5509
United States,Kansas,Barley,2022,spring,183.0,477.73,2.611,135,141,20,8,2,16,6,3,0,48.24,93.58,95.73,48,30.177,16.262,23.219,3334.165,109,55,8,24,12,11,8,562.94,145.34,86,3,17,-0.63,0,4076.52,22.276,207.6,0,3,1278.6,93.58,195.51,26,0,1486.48,45.94,74.62,29,0,1311.44,27.03,38.5,-98.0,1.8292
United States,Kansas,Barley,2023,spring,183.0,432.06,2.361,120,134,15,6,1,14,3,1,0,26.49,31.93,60.45,63,30.22,16.013,23.116,3315.53,103,40,15,30,11,10,5,488.8,143.39,69,2,17,-3.14,1,4065.65,22.217,102.88,1,2,1353.8,31.61,215.83,18,0,1435.1,29.21,113.35,21,0,1276.75,31.93,38.5,-98.0,1.5602
United States,Kansas,Barley,2024,spring,183.0,471.18,2.575,116,132,11,7,0,12,4,2,0,32.88,47.2,64.88,67,30.267,16.482,23.374,3362.5,101,40,6,31,13,8,4,459.51,117.66,68,0,10,0.78,0,4007.22,21.897,121.75,0,0,1314.07,33.0,194.59,24,0,1465.98,40.09,154.84,16,0,1227.17,47.2,38.5,-98.0,4.0351
United States,Kansas,Barley,2025,spring,183.0,704.65,3.851,103,117,11,3,0,28,9,3,0,48.12,58.14,86.28,80,28.178,16.011,22.094,3128.25,72,15,1,12,4,10,2,248.38,26.65,49,1,9,-2.63,0,3844.34,21.007,199.13,0,1,1266.53,53.81,270.73,8,0,1467.36,58.14,234.79,7,0,1110.45,41.44,38.5,-98.0,2.7438
United States,Minnesota,Barley,1990,spring,183.0,643.99,3.519,109,121,14,5,1,23,5,2,1,50.52,71.58,81.33,74,21.007,9.337,15.172,1936.295,2,0,0,1,0,0,0,4.75,0.0,2,23,45,-7.67,2,3402.76,18.594,151.73,0,23,1104.53,35.49,324.73,0,0,1276.95,71.58,167.53,0,0,1021.28,49.48,46.0,-94.0,3.3895
