country,region,crop,year,window,season_days,rain_sum,rain_mean,dry_days_1mm,dry_days_2mm,max_dry_spell_1mm,dry_spell_events_7d,dry_spell_events_14d,heavy_rain_days_10,heavy_rain_days_20,heavy_rain_days_25,heavy_rain_days_50,max_1day_rain,max_3day_rain,max_7day_rain,wet_days_1mm,season_tmax_mean,season_tmin_mean,season_tmean_mean,growing_degree_days_base5,heat_days_30,heat_days_35,heat_days_40,max_consecutive_heat_days_30,max_consecutive_heat_days_35,heatwave_events_3d_30,heatwave_events_3d_35,heat_degree_days_30,heat_degree_days_35,hot_dry_days_30_1mm,frost_days_0,cold_days_5,min_tmin,frost_events_2d,radiation_sum,radiation_mean,rain_sum_early,heat_days_35_early,frost_days_0_early,radiation_sum_early,max_3day_rain_early,rain_sum_mid,heat_days_35_mid,frost_days_0_mid,radiation_sum_mid,max_3day_rain_mid,rain_sum_late,heat_days_35_late,frost_days_0_late,radiation_sum_late,max_3day_rain_late,lat,lon,yield_t_ha
United States,Minnesota,Canola,2006,spring,183.0,268.77,1.469,124,146,12,5,0,4,0,0,0,14.88,26.36,35.24,59,24.101,11.614,17.857,2363.475,38,8,1,14,4,4,1,117.52,22.4,25,8,35,-4.22,2,3572.9,19.524,87.46,0,8,1117.93,26.36,70.33,8,0,1475.38,14.36,110.98,0,0,979.59,24.38,46.0,-94.0,1.4907
United States,Minnesota,Canola,2007,spring,183.0,404.82,2.212,118,138,15,6,1,11,2,1,0,35.15,54.12,76.32,65,23.616,10.958,17.287,2331.66,43,3,0,14,1,6,0,84.36,1.78,32,16,32,-11.32,1,3571.67,19.517,103.27,0,16,1178.07,27.67,102.41,2,0,1437.04,23.45,199.14,1,0,956.56,54.12,46.0,-94.0,1.4347
United States,Minnesota,Canola,2008,spring,183.0,547.17,2.99,116,133,14,4,1,21,4,1,0,32.95,50.24,69.71,67,20.957,9.098,15.027,1896.14,7,0,0,3,0,1,0,7.77,0.0,6,18,54,-6.47,3,3439.11,18.793,180.55,0,18,1093.25,36.98,202.36,0,0,1319.99,50.24,164.26,0,0,1025.87,38.66,46.0,-94.0,1.7934
United States,Minnesota,Canola,2009,spring,183.0,382.76,2.092,127,141,17,4,1,11,3,2,0,45.46,47.13,73.99,56,20.904,9.223,15.064,1882.44,3,0,0,3,0,1,0,4.03,0.0,2,17,47,-5.42,2,3509.28,19.176,66.92,0,17,1211.92,16.97,190.21,0,0,1272.76,46.43,125.63,0,0,1024.6,47.13,46.0,-94.0,1.9054
United States,Minnesota,Canola,2010,spring,183.0,685.15,3.744,101,120,9,3,0,25,8,4,0,33.04,49.87,74.72,82,21.863,10.876,16.369,2084.365,8,0,0,2,0,0,0,5.41,0.0,2,6,37,-4.04,1,3385.67,18.501,114.08,0,6,1165.36,32.93,284.01,0,0,1233.82,32.78,287.06,0,0,986.49,49.87,46.0,-94.0,1.7149
United States,Minnesota,Canola,2011,spring,183.0,585.2,3.198,108,125,14,2,1,22,4,1,0,26.54,56.37,63.59,75,20.677,9.882,15.279,1926.935,8,0,0,2,0,0,0,8.57,0.0,3,21,50,-3.91,4,3330.4,18.199,210.56,0,21,1023.62,56.37,247.08,0,0,1279.2,32.23,127.56,0,0,1027.58,31.18,46.0,-94.0,1.5692
United States,Minnesota,Canola,2012,spring,183.0,621.86,3.398,118,130,10,7,0,23,10,5,0,37.55,73.61,129.9,65,22.764,10.807,16.786,2171.15,16,0,0,4,0,1,0,22.57,0.0,12,10,34,-4.71,3,3602.65,19.687,296.29,0,10,1098.58,73.61,255.74,0,0,1380.05,67.54,69.83,0,0,1124.02,16.05,46.0,-94.0,1.6476
United States,Minnesota,Canola,2013,spring,183.0,501.35,2.74,117,135,19,4,1,17,3,1,0,48.32,71.18,78.93,66,21.075,9.786,15.43,2031.26,19,1,0,7,1,3,0,39.08,0.67,13,29,42,-8.1,4,3290.93,17.983,184.7,0,29,996.02,49.77,201.72,0,0,1257.42,71.18,114.93,1,0,1037.49,24.87,46.0,-94.0,2.1857
United States,Minnesota,Canola,2014,spring,183.0,706.13,3.859,105,119,8,3,0,23,6,5,0,38.62,68.09,84.36,78,19.854,9.319,14.587,1824.54,0,0,0,0,0,0,0,0.0,0.0,0,20,53,-7.93,4,3320.26,18.143,268.66,0,20,1091.75,52.4,226.35,0,0,1274.33,44.48,211.12,0,0,954.18,47.62,46.0,-94.0,1.8494
United States,Minnesota,Canola,2015,spring,183.0,560.21,3.061,113,126,10,1,0,20,4,3,0,42.39,57.66,60.63,70,22.055,10.298,16.176,2075.56,4,0,0,2,0,0,0,3.91,0.0,4,14,41,-4.92,3,3480.12,19.017,165.83,0,14,1126.99,41.82,213.29,0,0,1357.94,36.34,181.09,0,0,995.19,57.66,46.0,-94.0,2.1072
United States,Minnesota,Canola,2016,spring,183.0,636.62,3.479,113,121,11,4,0,20,7,5,1,80.81,108.13,121.34,70,21.504,10.745,16.124,2102.235,6,0,0,3,0,1,0,10.92,0.0,2,17,33,-6.67,2,3377.23,18.455,119.27,0,17,1124.86,42.63,266.89,0,0,1300.65,108.13,250.46,0,0,951.72,61.39,46.0,-94.0,1.9054
United States,Minnesota,Canola,2017,spring,183.0,607.41,3.319,110,124,10,4,0,24,7,1,0,35.76,44.41,71.79,73,20.983,9.998,15.491,1941.445,4,0,0,1,0,0,0,4.98,0.0,3,10,38,-4.93,3,3358.52,18.353,186.06,0,10,1042.01,39.95,166.12,0,0,1385.16,33.84,255.23,0,0,931.35,44.41,46.0,-94.0,2.3314
United States,Minnesota,Canola,2018,spring,183.0,541.46,2.959,113,131,14,3,1,16,6,2,0,35.26,46.45,73.55,70,21.208,10.23,15.719,2119.565,7,0,0,2,0,0,0,5.33,0.0,4,25,38,-16.61,3,3456.02,18.885,84.12,0,23,1272.78,24.36,255.88,0,0,1290.01,46.45,201.46,0,2,893.23,39.18,46.0,-94.0,2.309
United States,Minnesota,Canola,2019,spring,183.0,669.48,3.658,99,119,7,1,0,26,7,2,0,28.19,44.07,70.28,84,20.299,9.836,15.068,1897.475,2,0,0,1,0,0,0,0.78,0.0,0,16,44,-4.88,2,3295.83,18.01,201.82,0,16,1023.87,43.55,214.95,0,0,1336.67,35.07,252.71,0,0,935.29,44.07,46.0,-94.0,2.5443
United States,Minnesota,Canola,2020,spring,183.0,456.89,2.497,117,133,10,4,0,14,4,2,0,33.67,56.16,68.68,66,20.74,10.003,15.371,1987.565,7,0,0,3,0,1,0,6.29,0.0,4,23,47,-10.11,3,3596.72,19.654,85.67,0,23,1212.68,18.76,214.11,0,0,1422.53,42.87,157.11,0,0,961.51,56.16,46.0,-94.0,1.7597
United States,Minnesota,Canola,2021,spring,183.0,431.52,2.358,130,140,17,6,1,13,5,3,0,30.36,52.56,74.12,53,23.357,11.363,17.36,2298.605,36,2,0,7,1,5,0,76.05,1.47,28,13,38,-5.88,4,3578.45,19.554,128.23,0,13,1103.74,50.96,95.89,2,0,1420.12,25.91,207.4,0,0,1054.59,52.56,46.0,-94.0,1.9054
United States,Minnesota,Canola,2022,spring,183.0,568.25,3.105,111,127,11,2,0,18,7,1,0,31.13,61.27,79.66,72,20.987,10.233,15.61,2033.375,9,0,0,2,0,0,0,13.87,0.0,5,25,43,-7.84,4,3339.71,18.25,238.96,0,25,973.17,61.27,166.1,0,0,1362.4,40.12,163.19,0,0,1004.14,37.2,46.0,-94.0,2.7012
United States,Minnesota,Canola,2023,spring,183.0,411.91,2.251,120,140,11,4,0,14,3,1,0,26.98,49.76,80.66,63,22.699,10.972,16.835,2279.675,22,3,0,5,2,3,0,54.76,5.38,15,19,31,-14.05,2,3407.78,18.622,140.35,0,19,1158.48,43.05,108.24,0,0,1336.88,45.17,163.32,3,0,912.42,49.76,46.0,-94.0,2.7685
United States,Minnesota,Canola,2024,spring,183.0,707.19,3.864,105,118,12,5,0,25,7,4,1,61.63,66.94,87.03,78,21.821,10.951,16.386,2103.98,1,0,0,1,0,0,0,0.65,0.0,1,11,34,-3.33,2,3400.71,18.583,263.4,0,11,1103.25,66.94,283.55,0,0,1283.07,53.26,160.24,0,0,1014.39,48.78,46.0,-94.0,2.2977
United States,Minnesota,Canola,2025,spring,183.0,541.11,2.957,105,128,13,3,0,17,5,3,0,36.36,43.18,63.13,78,22.082,10.944,16.513,2145.995,11,0,0,2,0,0,0,8.35,0.0,5,14,41,-6.37,3,3261.61,17.823,149.16,0,14,1147.99,43.18,259.73,0,0,1206.54,42.88,132.22,0,0,907.08,21.14,46.0,-94.0,2.5892
United States,Montana,Canola,1999,spring,183.0,324.09,1.771,108,135,12,4,0,5,0,0,0,19.92,30.36,41.4,75,19.326,5.723,12.525,1478.25,18,0,0,3,0,1,0,28.89,0.0,14,35,83,-8.95,6,3728.7,20.375,116.3,0,32,1171.96,30.36,99.85,0,0,1471.61,20.85,107.94,0,3,1085.13,23.78,47.0,-110.0,1.345
United States,Montana,Canola,2000,spring,183.0,281.42,1.538,117,144,23,7,1,3,0,0,0,17.57,29.44,38.48,66,21.351,6.847,14.099,1731.155,28,4,0,8,2,3,0,68.14,1.69,23,29,68,-8.77,6,3813.88,20.841,107.02,0,23,1203.92,24.79,120.19,3,1,1486.37,29.44,54.21,1,5,1123.59,20.25,47.0,-110.0,1.076
United States,Montana,Canola,2001,spring,183.0,278.03,1.519,122,149,24,5,2,6,0,0,0,16.59,38.14,48.65,61,22.281,7.517,14.899,1884.155,32,1,0,6,1,4,0,60.23,1.1,27,28,59,-6.09,4,3992.44,21.817,58.54,0,28,1284.55,12.0,166.88,0,0,1471.23,38.14,52.61,1,0,1236.66,33.98,47.0,-110.0,1.02
United States,Montana,Canola,2002,spring,183.0,344.03,1.88,117,136,11,5,0,9,1,0,0,24.47,33.62,44.88,66,20.126,5.781,12.954,1584.77,23,5,0,4,4,4,1,58.34,12.57,14,44,74,-14.88,9,3770.11,20.602,87.16,0,40,1179.62,23.34,136.21,5,0,1485.4,29.84,120.66,0,4,1105.09,33.62,47.0,-110.0,1.0088
United States,Montana,Canola,2003,spring,183.0,277.36,1.516,123,138,18,7,3,5,0,0,0,13.37,26.32,40.87,60,21.531,7.622,14.577,1822.655,35,10,0,11,2,3,0,118.42,8.35,30,28,68,-5.71,7,3821.12,20.88,143.64,0,25,1173.0,26.32,82.29,6,0,1542.93,18.4,51.43,4,3,1105.19,20.13,47.0,-110.0,1.0536
United States,Montana,Canola,2004,spring,183.0,343.56,1.877,107,132,12,4,0,5,1,0,0,20.25,41.63,59.5,76,19.553,6.257,12.905,1486.545,9,0,0,3,0,1,0,17.81,0.0,6,24,70,-6.18,7,3725.69,20.359,133.09,0,23,1176.5,41.63,133.62,0,0,1451.3,41.21,76.85,0,1,1097.89,17.3,47.0,-110.0,1.7822
United States,Montana,Canola,2005,spring,183.0,343.47,1.877,110,134,10,5,0,5,0,0,0,17.62,36.91,51.15,73,20.272,6.392,13.332,1597.13,24,1,0,5,1,3,0,52.24,0.43,20,29,75,-8.18,6,3771.68,20.61,101.32,0,27,1179.09,32.58,158.69,1,0,1470.66,36.91,83.46,0,2,1121.93,16.43,47.0,-110.0,1.4459
United States,Montana,Canola,2006,spring,183.0,371.93,2.032,121,144,17,5,1,8,2,2,0,30.11,43.87,63.07,62,21.77,7.654,14.712,1820.64,25,2,0,5,2,6,0,54.4,0.63,20,21,59,-4.81,5,3948.73,21.578,151.65,0,18,1237.42,41.87,127.33,2,0,1593.74,43.87,92.95,0,3,1117.57,29.99,47.0,-110.0,1.2554
United States,Montana,Canola,2007,spring,183.0,374.87,2.048,108,132,12,5,0,8,2,1,0,26.9,47.98,74.93,75,21.666,7.248,14.457,1825.645,34,5,0,12,1,3,0,92.84,6.0,29,24,69,-11.96,4,3816.83,20.857,205.1,0,23,1152.05,47.98,102.74,5,0,1545.55,26.93,67.03,0,1,1119.23,10.53,47.0,-110.0,1.3338
United States,Montana,Canola,2008,spring,183.0,373.02,2.038,123,138,13,7,0,9,4,1,0,31.72,76.96,112.84,60,19.33,5.782,12.556,1510.55,16,0,0,2,0,0,0,30.4,0.0,12,35,81,-10.86,5,3737.47,20.423,178.18,0,34,1073.29,76.96,107.13,0,1,1526.17,36.16,87.71,0,0,1138.01,22.78,47.0,-110.0,2.1408
United States,Montana,Canola,2009,spring,183.0,361.81,1.977,102,132,10,5,0,7,0,0,0,18.53,27.15,35.97,81,19.811,6.12,12.965,1563.645,10,0,0,2,0,0,0,7.98,0.0,6,34,66,-8.54,5,3841.37,20.991,113.53,0,32,1209.42,22.97,156.64,0,1,1460.95,24.47,91.64,0,1,1171.0,27.15,47.0,-110.0,1.8606
United States,Montana,Canola,2010,spring,183.0,510.79,2.791,91,113,9,3,0,12,2,1,0,28.26,45.39,63.6,92,18.32,5.553,11.937,1372.15,4,0,0,1,0,0,0,4.49,0.0,3,36,77,-6.37,6,3653.51,19.965,193.5,0,36,1131.1,37.43,171.87,0,0,1450.61,45.39,145.42,0,0,1071.8,38.75,47.0,-110.0,1.9391
United States,Montana,Canola,2011,spring,183.0,431.85,2.36,114,137,14,6,1,13,3,1,0,26.59,46.31,83.3,69,19.118,6.047,12.583,1509.455,13,0,0,3,0,1,0,17.09,0.0,12,36,79,-9.32,1,3818.47,20.866,260.39,0,36,1042.04,42.19,131.67,0,0,1554.07,46.31,39.79,0,0,1222.36,12.08,47.0,-110.0,1.5356
United States,Montana,Canola,2012,spring,183.0,270.55,1.478,128,145,24,4,2,7,1,0,0,20.6,34.71,38.5,55,21.867,7.316,14.591,1807.97,27,0,0,5,0,3,0,57.61,0.0,23,27,58,-7.26,8,3932.19,21.487,157.97,0,27,1188.03,34.71,91.88,0,0,1526.43,23.19,20.7,0,0,1217.73,6.0,47.0,-110.0,1.345
United States,Montana,Canola,2013,spring,183.0,424.05,2.317,114,131,14,6,1,12,3,1,0,29.91,52.76,103.34,69,20.729,7.306,14.018,1775.275,25,0,0,6,0,2,0,30.26,0.0,20,29,61,-10.91,5,3793.81,20.731,166.6,0,27,1141.01,50.08,152.36,0,0,1544.91,52.76,105.09,0,2,1107.89,24.0,47.0,-110.0,1.7261
United States,Montana,Canola,2014,spring,183.0,409.63,2.238,104,129,9,5,0,5,3,1,1,75.33,111.55,120.4,79,19.827,6.728,13.278,1572.71,15,0,0,4,0,2,0,13.75,0.0,12,32,65,-7.12,7,3669.93,20.054,105.48,0,29,1174.41,14.62,107.43,0,0,1461.99,26.69,196.72,0,3,1033.53,111.55,47.0,-110.0,1.5468
United States,Montana,Canola,2015,spring,183.0,333.65,1.823,116,137,13,4,0,6,2,0,0,24.03,38.29,48.15,67,20.823,7.367,14.095,1713.795,20,0,0,5,0,1,0,29.76,0.0,17,28,59,-5.51,6,3738.38,20.428,151.01,0,28,1196.88,38.29,116.79,0,0,1441.55,30.81,65.85,0,0,1099.95,20.28,47.0,-110.0,1.3674
United States,Montana,Canola,2016,spring,183.0,369.48,2.019,116,132,12,8,0,9,1,0,0,22.37,37.96,44.57,67,20.877,6.987,13.932,1665.575,14,0,0,3,0,1,0,24.03,0.0,11,18,63,-6.41,6,3823.7,20.895,153.19,0,16,1154.74,36.31,100.26,0,0,1588.04,37.96,116.03,0,2,1080.92,34.56,47.0,-110.0,1.8718
United States,Montana,Canola,2017,spring,183.0,283.67,1.55,128,146,25,6,2,6,2,0,0,24.25,50.47,55.29,55,21.798,7.646,14.722,1818.135,38,1,0,10,1,5,0,80.55,0.49,36,24,66,-6.63,6,3937.88,21.518,129.39,0,20,1245.61,22.7,68.95,1,0,1600.21,33.36,85.33,0,4,1092.06,50.47,47.0,-110.0,0.9639
United States,Montana,Canola,2018,spring,183.0,443.42,2.423,100,124,14,3,2,11,1,1,0,26.46,47.47,76.57,83,19.904,7.06,13.482,1659.97,16,2,0,4,2,1,0,35.59,1.85,13,26,57,-15.45,4,3647.55,19.932,178.37,0,23,1174.21,41.15,167.6,0,0,1475.49,47.47,97.45,2,3,997.85,23.01,47.0,-110.0,1.2554
United States,Montana,Canola,2019,spring,183.0,429.15,2.345,100,122,13,1,0,10,0,0,0,16.48,30.76,38.77,83,18.986,6.723,12.854,1529.49,8,0,0,3,0,1,0,11.09,0.0,5,31,64,-8.64,7,3569.67,19.506,150.34,0,27,1070.57,29.81,139.13,0,0,1451.33,22.59,139.68,0,4,1047.77,30.76,47.0,-110.0,1.6252
United States,Montana,Canola,2020,spring,183.0,347.93,1.901,127,142,14,7,1,9,1,1,0,34.66,60.17,77.04,56,20.18,6.634,13.407,1662.205,13,0,0,2,0,0,0,15.74,0.0,12,28,62,-13.84,5,3828.82,20.923,128.11,0,26,1231.27,31.65,172.89,0,0,1486.5,60.17,46.93,0,2,1111.05,18.8,47.0,-110.0,1.827
United States,Montana,Canola,2021,spring,183.0,276.21,1.509,127,146,18,6,1,6,0,0,0,17.8,35.52,40.92,56,21.889,7.784,14.837,1902.33,38,3,0,7,2,6,0,79.06,0.63,32,31,63,-7.2,3,3666.02,20.033,130.32,0,31,1124.03,26.68,62.69,3,0,1527.04,10.64,83.2,0,0,1014.95,35.52,47.0,-110.0,1.0088
United States,Montana,Canola,2022,spring,183.0,330.28,1.805,115,132,12,4,0,7,1,0,0,21.43,24.76,47.43,68,20.858,7.494,14.176,1824.74,41,5,0,9,1,5,0,90.71,4.49,35,37,62,-15.75,6,3748.17,20.482,110.21,0,37,1132.44,21.14,136.67,1,0,1452.27,24.76,83.4,4,0,1163.46,23.35,47.0,-110.0,1.1545
United States,Montana,Canola,2023,spring,183.0,478.82,2.617,103,124,12,5,0,13,1,1,1,51.49,70.05,89.97,80,20.879,8.088,14.483,1841.17,15,1,0,5,1,2,0,25.56,0.18,14,22,50,-12.42,4,3700.68,20.222,174.84,0,22,1176.69,32.2,186.68,1,0,1430.01,70.05,117.3,0,0,1093.98,40.88,47.0,-110.0,1.5916
United States,Montana,Canola,2024,spring,183.0,398.67,2.179,117,138,15,5,1,10,4,2,1,54.08,80.62,93.51,66,21.231,7.9,14.566,1813.015,29,2,0,13,2,4,0,59.9,2.09,22,21,60,-7.83,3,3731.86,20.393,148.49,0,21,1162.92,53.98,100.37,2,0,1484.28,29.77,149.81,0,0,1084.66,80.62,47.0,-110.0,1.1545
United States,Montana,Canola,2025,spring,183.0,350.57,1.916,108,133,9,3,0,8,1,0,0,20.93,29.64,36.77,75,21.693,8.211,14.952,1870.855,15,0,0,2,0,0,0,27.25,0.0,8,18,53,-7.31,4,3805.18,20.793,117.31,0,18,1225.71,29.64,165.5,0,0,1427.85,22.02,67.76,0,0,1151.62,13.38,47.0,-110.0,1.3674
United States,North Dakota,Canola,1991,spring,183.0,372.59,2.036,121,133,14,7,1,7,0,0,0,19.29,30.36,38.96,62,23.481,10.209,16.845,2198.895,31,5,0,8,3,4,1,78.85,6.23,23,21,46,-5.21,5,3529.94,19.289,120.47,0,19,1056.82,27.88,137.05,3,0,1411.01,25.57,115.07,2,2,1062.11,30.36,47.5,-100.5,1.5692
United States,North Dakota,Canola,1992,spring,183.0,265.17,1.449,132,147,19,6,2,4,2,0,0,21.18,28.58,43.1,51,21.643,7.755,14.699,1839.365,21,1,0,4,1,2,0,34.56,1.92,17,23,48,-8.26,4,3555.2,19.427,75.85,0,21,1208.23,23.59,130.11,0,0,1327.36,28.58,59.21,1,2,1019.61,19.75,47.5,-100.5,1.7149
United States,North Dakota,Canola,1993,spring,183.0,564.45,3.084,111,128,28,5,1,18,6,6,0,38.75,58.73,130.96,72,19.86,7.272,13.566,1593.75,3,0,0,2,0,0,0,2.7,0.0,1,21,56,-7.24,5,3386.5,18.505,116.46,0,20,1135.36,18.77,394.39,0,0,1212.03,58.73,53.6,0,1,1039.11,12.71,47.5,-100.5,1.3786
United States,North Dakota,Canola,1994,spring,183.0,331.56,1.812,120,135,15,7,1,6,1,1,0,34.88,43.6,54.21,63,22.465,9.085,15.775,2025.295,21,0,0,5,0,2,0,44.02,0.0,14,23,40,-6.71,2,3675.55,20.085,81.03,0,23,1277.45,28.77,148.33,0,0,1366.73,34.46,102.2,0,0,1031.37,43.6,47.5,-100.5,1.5692
United States,North Dakota,Canola,1995,spring,183.0,349.06,1.907,123,137,14,6,1,12,0,0,0,18.74,41.95,63.76,60,21.173,8.543,14.858,1880.295,24,3,0,4,2,4,0,58.45,2.44,16,27,61,-11.0,4,3572.94,19.524,124.0,0,24,1080.56,41.95,153.55,0,0,1397.85,30.91,71.51,3,3,1094.53,30.57,47.5,-100.5,1.3674
United States,North Dakota,Canola,1996,spring,183.0,316.9,1.732,114,139,17,5,1,5,0,0,0,16.53,28.75,38.44,69,21.355,8.246,14.801,1900.575,25,3,0,5,1,4,0,60.28,2.67,19,31,53,-12.66,6,3522.13,19.247,81.98,0,30,1056.7,19.73,151.03,0,0,1380.14,24.42,83.89,3,1,1085.29,28.75,47.5,-100.5,1.5468
United States,North Dakota,Canola,1997,spring,183.0,295.06,1.612,136,151,14,7,2,5,2,2,0,34.63,63.24,64.98,47,22.527,8.791,15.659,2090.395,28,2,0,5,2,6,0,60.86,0.36,19,22,50,-20.31,4,3787.18,20.695,98.08,0,22,1231.66,63.24,153.21,0,0,1451.5,51.06,43.77,2,0,1104.02,12.94,47.5,-100.5,1.3226
United States,North Dakota,Canola,1998,spring,183.0,355.26,1.941,121,141,15,4,2,11,1,0,0,23.73,51.5,55.87,62,23.529,10.304,16.917,2185.475,31,2,0,6,1,3,0,54.23,0.95,23,11,42,-4.79,3,3770.95,20.606,79.39,0,11,1274.76,17.81,171.46,0,0,1359.85,51.5,104.41,2,0,1136.34,28.1,47.5,-100.5,1.6589
United States,North Dakota,Canola,1999,spring,183.0,494.02,2.7,112,131,22,3,1,11,6,5,0,46.24,72.05,100.96,71,21.014,8.428,14.721,1833.515,13,3,0,5,2,2,0,32.99,3.56,8,16,48,-9.6,2,3629.64,19.834,192.32,0,14,1175.12,59.99,139.12,3,0,1429.96,32.14,162.58,0,2,1024.56,72.05,47.5,-100.5,1.4571
United States,North Dakota,Canola,2000,spring,183.0,440.2,2.405,108,129,13,3,0,9,2,1,1,61.77,79.43,98.44,75,22.121,8.723,15.422,1973.9,24,3,0,6,2,3,0,41.36,3.45,17,22,46,-10.5,2,3586.22,19.597,124.94,0,21,1142.45,28.4,201.88,1,0,1388.73,79.43,113.38,2,1,1055.04,22.32,47.5,-100.5,1.4795
United States,North Dakota,Canola,2001,spring,183.0,347.27,1.898,121,138,22,4,2,10,0,0,0,17.47,40.02,66.94,62,23.129,9.697,16.413,2137.56,35,6,0,7,2,5,0,104.98,7.39,26,20,37,-7.39,4,3729.71,20.381,86.5,0,19,1215.38,15.56,232.25,0,0,1374.96,40.02,28.52,6,1,1139.37,7.21,47.5,-100.5,1.5692
United States,North Dakota,Canola,2002,spring,183.0,298.94,1.634,122,141,22,5,1,6,1,1,0,32.66,38.78,42.26,61,22.935,8.925,15.93,2096.72,45,10,2,9,4,7,1,149.08,28.5,31,35,58,-10.61,6,3638.74,19.884,72.34,0,33,1201.09,21.32,146.37,9,0,1394.58,38.78,80.23,1,2,1043.07,19.74,47.5,-100.5,1.3562
United States,North Dakota,Canola,2003,spring,183.0,374.97,2.049,123,142,16,6,1,10,2,2,0,33.84,35.29,60.97,60,23.025,9.744,16.384,2129.18,39,10,0,11,7,5,1,133.86,15.24,34,12,45,-7.39,2,3570.93,19.513,160.51,0,11,1109.05,30.94,137.79,2,0,1365.95,33.81,76.67,8,1,1095.93,35.29,47.5,-100.5,1.5804
United States,North Dakota,Canola,2004,spring,183.0,371.19,2.028,117,137,10,4,0,8,2,1,0,40.65,47.27,52.86,66,21.259,7.88,14.569,1787.91,17,1,0,5,1,1,0,33.95,0.96,8,26,49,-6.02,5,3570.74,19.512,125.04,0,26,1180.44,37.23,131.19,1,0,1410.29,47.27,114.96,0,0,980.01,23.2,47.5,-100.5,1.827
United States,North Dakota,Canola,2005,spring,183.0,442.87,2.42,121,135,17,4,2,11,4,3,0,46.45,61.62,102.31,62,22.876,9.631,16.253,2089.245,30,2,0,4,1,4,0,62.39,1.54,18,16,40,-5.28,3,3649.82,19.944,111.22,0,16,1129.63,32.04,260.44,2,0,1432.64,61.62,71.21,0,0,1087.55,19.82,47.5,-100.5,1.614
United States,North Dakota,Canola,2006,spring,183.0,284.61,1.555,135,149,21,5,3,10,1,1,0,26.48,27.78,39.24,48,24.435,10.443,17.439,2284.68,45,10,0,10,3,5,1,139.3,19.22,33,15,36,-6.31,5,3758.45,20.538,77.15,0,14,1204.65,23.65,97.97,9,0,1487.56,17.98,109.49,1,1,1066.24,27.78,47.5,-100.5,1.5356
United States,North Dakota,Canola,2007,spring,183.0,467.88,2.557,127,142,11,6,0,13,8,3,0,41.78,59.44,91.3,56,22.854,9.457,16.156,2146.215,30,6,1,6,3,4,1,92.29,18.32,25,16,41,-14.23,1,3677.03,20.093,231.98,0,16,1159.21,59.44,142.87,6,0,1468.6,41.72,93.03,0,0,1049.22,29.71,47.5,-100.5,1.3786
United States,North Dakota,Canola,2008,spring,183.0,397.81,2.174,120,140,14,5,1,13,2,1,0,48.1,54.36,75.62,63,21.937,8.585,15.261,1919.965,23,0,0,5,0,1,0,40.82,0.0,16,26,52,-5.02,5,3736.33,20.417,73.15,0,26,1206.69,20.51,206.38,0,0,1436.09,54.36,118.28,0,0,1093.55,22.53,47.5,-100.5,1.6364
United States,North Dakota,Canola,2009,spring,183.0,313.15,1.711,137,147,14,7,2,9,2,2,0,27.69,35.39,43.7,46,21.142,8.212,14.677,1826.635,9,1,0,3,1,1,0,18.28,0.69,8,24,56,-9.25,5,3688.19,20.154,91.34,0,24,1232.58,35.39,151.2,0,0,1399.52,29.4,70.61,1,0,1056.09,28.5,47.5,-100.5,2.0624
United States,North Dakota,Canola,2010,spring,183.0,528.54,2.888,109,126,14,5,1,15,4,3,1,51.8,57.05,72.67,74,21.626,9.423,15.524,1942.89,17,3,0,3,1,3,0,41.25,4.25,11,16,44,-4.22,3,3590.71,19.621,163.45,0,15,1132.31,35.8,208.74,0,0,1405.81,39.91,156.35,3,1,1052.59,57.05,47.5,-100.5,1.9279
United States,North Dakota,Canola,2011,spring,183.0,513.23,2.805,103,121,14,3,1,14,6,1,0,29.08,54.41,64.96,80,20.93,8.794,14.862,1869.645,12,0,0,2,0,0,0,19.97,0.0,6,20,54,-7.17,3,3530.48,19.292,161.97,0,20,1041.49,36.49,232.6,0,0,1357.62,54.41,118.66,0,0,1131.37,35.29,47.5,-100.5,1.6813
United States,North Dakota,Canola,2012,spring,183.0,285.57,1.56,127,146,18,6,1,6,1,0,0,20.13,26.87,32.26,56,24.029,10.165,17.097,2230.91,38,5,0,8,1,5,0,116.54,10.14,28,12,41,-6.09,3,3632.15,19.848,117.6,0,11,1118.28,26.87,120.54,3,0,1427.05,24.43,47.43,2,1,1086.82,16.09,47.5,-100.5,1.5468
United States,North Dakota,Canola,2013,spring,183.0,482.0,2.634,119,135,14,7,1,14,6,3,0,43.98,68.52,88.92,64,21.185,8.815,15.0,1968.96,18,1,0,4,1,2,0,39.23,1.35,13,32,42,-9.53,3,3602.51,19.686,207.69,0,32,1120.05,68.52,157.13,0,0,1410.62,38.66,117.18,1,0,1071.84,47.76,47.5,-100.5,2.0399
United States,North Dakota,Canola,2014,spring,183.0,439.77,2.403,117,127,14,5,1,11,3,3,0,40.93,51.81,69.83,66,20.613,8.299,14.456,1810.885,7,0,0,2,0,0,0,10.1,0.0,4,28,58,-15.49,5,3482.32,19.029,114.91,0,27,1151.1,36.02,155.38,0,0,1317.44,51.81,169.48,0,1,1013.78,49.75,47.5,-100.5,2.0175
