scope,driver_group,mean_abs_group_shap,mean_signed_group_shap,mean_stress_group_shap,n_rows,rank_abs,rank_stress,table,event_key,country,region,crop,year,window,signed_group_shap,abs_group_shap,stress_score
,radiation,,,,,5,5,event,United States|Washington|Barley|2001|spring,United States,Washington,Barley,2001.0,spring,-0.015656754064690262,0.015656754064690262,0.015656754064690262
,heat,,,,,2,2,event,United States|Montana|Canola|2001|spring,United States,Montana,Canola,2001.0,spring,-0.10231979755475974,0.10231979755475974,0.10231979755475974
,drought,,,,,1,1,event,United States|Montana|Canola|2001|spring,United States,Montana,Canola,2001.0,spring,-0.11056205410534574,0.11056205410534574,0.11056205410534574
,frost_cold,,,,,4,4,event,United States|Montana|Canola|2001|spring,United States,Montana,Canola,2001.0,spring,-0.031633695407551746,0.031633695407551746,0.031633695407551746
,excess_rain,,,,,3,3,event,United States|Montana|Canola|2001|spring,United States,Montana,Canola,2001.0,spring,-0.06259558457488723,0.06259558457488723,0.06259558457488723
,radiation,,,,,5,5,event,United States|Montana|Canola|2001|spring,United States,Montana,Canola,2001.0,spring,-0.02470618537810496,0.02470618537810496,0.02470618537810496
,heat,,,,,3,3,event,United States|Washington|Oats|2001|spring,United States,Washington,Oats,2001.0,spring,-0.11054925960376061,0.11054925960376061,0.11054925960376061
,drought,,,,,2,2,event,United States|Washington|Oats|2001|spring,United States,Washington,Oats,2001.0,spring,-0.18046590625990844,0.18046590625990844,0.18046590625990844
,frost_cold,,,,,4,4,event,United States|Washington|Oats|2001|spring,United States,Washington,Oats,2001.0,spring,-0.04081182591932454,0.04081182591932454,0.04081182591932454
,excess_rain,,,,,1,1,event,United States|Washington|Oats|2001|spring,United States,Washington,Oats,2001.0,spring,-0.2071885891007349,0.2071885891007349,0.2071885891007349
,radiation,,,,,5,5,event,United States|Washington|Oats|2001|spring,United States,Washington,Oats,2001.0,spring,-0.010826285809472026,0.010826285809472026,0.010826285809472026
,heat,,,,,2,2,event,United States|Montana|Wheat|2001|spring,United States,Montana,Wheat,2001.0,spring,-0.10059483974248329,0.10059483974248329,0.10059483974248329
,drought,,,,,1,1,event,United States|Montana|Wheat|2001|spring,United States,Montana,Wheat,2001.0,spring,-0.10872892168149427,0.10872892168149427,0.10872892168149427
,frost_cold,,,,,4,4,event,United States|Montana|Wheat|2001|spring,United States,Montana,Wheat,2001.0,spring,-0.030760262118127595,0.030760262118127595,0.030760262118127595
,excess_rain,,,,,3,3,event,United States|Montana|Wheat|2001|spring,United States,Montana,Wheat,2001.0,spring,-0.06289883280964645,0.06289883280964645,0.06289883280964645
,radiation,,,,,5,5,event,United States|Montana|Wheat|2001|spring,United States,Montana,Wheat,2001.0,spring,-0.02404820215429768,0.02404820215429768,0.02404820215429768
,heat,,,,,4,4,event,United States|Minnesota|Barley|2002|spring,United States,Minnesota,Barley,2002.0,spring,-0.06514848618997884,0.06514848618997884,0.06514848618997884
,drought,,,,,1,1,event,United States|Minnesota|Barley|2002|spring,United States,Minnesota,Barley,2002.0,spring,-0.17238550444000303,0.17238550444000303,0.17238550444000303
,frost_cold,,,,,2,2,event,United States|Minnesota|Barley|2002|spring,United States,Minnesota,Barley,2002.0,spring,-0.14678752865567785,0.14678752865567785,0.14678752865567785
,excess_rain,,,,,3,3,event,United States|Minnesota|Barley|2002|spring,United States,Minnesota,Barley,2002.0,spring,-0.11477473236284541,0.11477473236284541,0.11477473236284541
,radiation,,,,,5,5,event,United States|Minnesota|Barley|2002|spring,United States,Minnesota,Barley,2002.0,spring,-0.012035029317633587,0.012035029317633587,0.012035029317633587
,heat,,,,,1,1,event,United States|Montana|Barley|2002|spring,United States,Montana,Barley,2002.0,spring,-0.16749514006014762,0.16749514006014762,0.16749514006014762
,drought,,,,,5,5,event,United States|Montana|Barley|2002|spring,United States,Montana,Barley,2002.0,spring,-0.004421522052413616,0.004421522052413616,0.004421522052413616
,frost_cold,,,,,2,2,event,United States|Montana|Barley|2002|spring,United States,Montana,Barley,2002.0,spring,-0.09765873289979371,0.09765873289979371,0.09765873289979371
,excess_rain,,,,,3,3,event,United States|Montana|Barley|2002|spring,United States,Montana,Barley,2002.0,spring,-0.059695916546475256,0.059695916546475256,0.059695916546475256
,radiation,,,,,4,4,event,United States|Montana|Barley|2002|spring,United States,Montana,Barley,2002.0,spring,-0.005648684544477606,0.005648684544477606,0.005648684544477606
,heat,,,,,1,1,event,United States|Nebraska|Barley|2002|spring,United States,Nebraska,Barley,2002.0,spring,-0.21622726050901428,0.21622726050901428,0.21622726050901428
,drought,,,,,3,3,event,United States|Nebraska|Barley|2002|spring,United States,Nebraska,Barley,2002.0,spring,-0.1290845945203442,0.1290845945203442,0.1290845945203442
,frost_cold,,,,,4,4,event,United States|Nebraska|Barley|2002|spring,United States,Nebraska,Barley,2002.0,spring,-0.034344156248066735,0.034344156248066735,0.034344156248066735
,excess_rain,,,,,2,2,event,United States|Nebraska|Barley|2002|spring,United States,Nebraska,Barley,2002.0,spring,-0.16595643727381232,0.16595643727381232,0.16595643727381232
,radiation,,,,,5,5,event,United States|Nebraska|Barley|2002|spring,United States,Nebraska,Barley,2002.0,spring,-0.011352129193865138,0.011352129193865138,0.011352129193865138
,heat,,,,,1,1,event,United States|North Dakota|Barley|2002|spring,United States,North Dakota,Barley,2002.0,spring,-0.17158128628053285,0.17158128628053285,0.17158128628053285
,drought,,,,,3,3,event,United States|North Dakota|Barley|2002|spring,United States,North Dakota,Barley,2002.0,spring,-0.10039795552821759,0.10039795552821759,0.10039795552821759
,frost_cold,,,,,4,4,event,United States|North Dakota|Barley|2002|spring,United States,North Dakota,Barley,2002.0,spring,-0.0621711204683263,0.0621711204683263,0.0621711204683263
,excess_rain,,,,,2,2,event,United States|North Dakota|Barley|2002|spring,United States,North Dakota,Barley,2002.0,spring,-0.13087310506886962,0.13087310506886962,0.13087310506886962
,radiation,,,,,5,5,event,United States|North Dakota|Barley|2002|spring,United States,North Dakota,Barley,2002.0,spring,-0.0060062023694720905,0.0060062023694720905,0.0060062023694720905
,heat,,,,,1,1,event,United States|South Dakota|Barley|2002|spring,United States,South Dakota,Barley,2002.0,spring,-0.22961461454652893,0.22961461454652893,0.22961461454652893
,drought,,,,,3,3,event,United States|South Dakota|Barley|2002|spring,United States,South Dakota,Barley,2002.0,spring,-0.14914313799687468,0.14914313799687468,0.14914313799687468
,frost_cold,,,,,4,4,event,United States|South Dakota|Barley|2002|spring,United States,South Dakota,Barley,2002.0,spring,-0.07196551007815484,0.07196551007815484,0.07196551007815484
,excess_rain,,,,,2,2,event,United States|South Dakota|Barley|2002|spring,United States,South Dakota,Barley,2002.0,spring,-0.1509576492830482,0.1509576492830482,0.1509576492830482
,radiation,,,,,5,5,event,United States|South Dakota|Barley|2002|spring,United States,South Dakota,Barley,2002.0,spring,-0.012498972326058212,0.012498972326058212,0.012498972326058212
,heat,,,,,4,4,event,United States|Minnesota|Canola|2002|spring,United States,Minnesota,Canola,2002.0,spring,-0.06702606464953821,0.06702606464953821,0.06702606464953821
,drought,,,,,1,1,event,United States|Minnesota|Canola|2002|spring,United States,Minnesota,Canola,2002.0,spring,-0.18857222861873404,0.18857222861873404,0.18857222861873404
,frost_cold,,,,,2,2,event,United States|Minnesota|Canola|2002|spring,United States,Minnesota,Canola,2002.0,spring,-0.13765090677069075,0.13765090677069075,0.13765090677069075
,excess_rain,,,,,3,3,event,United States|Minnesota|Canola|2002|spring,United States,Minnesota,Canola,2002.0,spring,-0.10897928579245464,0.10897928579245464,0.10897928579245464
,radiation,,,,,5,5,event,United States|Minnesota|Canola|2002|spring,United States,Minnesota,Canola,2002.0,spring,-0.010087284069744767,0.010087284069744767,0.010087284069744767
,heat,,,,,1,1,event,United States|Montana|Canola|2002|spring,United States,Montana,Canola,2002.0,spring,-0.16766034780594466,0.16766034780594466,0.16766034780594466
,drought,,,,,5,5,event,United States|Montana|Canola|2002|spring,United States,Montana,Canola,2002.0,spring,-0.005102160490576813,0.005102160490576813,0.005102160490576813
,frost_cold,,,,,2,2,event,United States|Montana|Canola|2002|spring,United States,Montana,Canola,2002.0,spring,-0.09890435838064325,0.09890435838064325,0.09890435838064325
,excess_rain,,,,,3,3,event,United States|Montana|Canola|2002|spring,United States,Montana,Canola,2002.0,spring,-0.060424865669705605,0.060424865669705605,0.060424865669705605
,radiation,,,,,4,4,event,United States|Montana|Canola|2002|spring,United States,Montana,Canola,2002.0,spring,-0.005769783992139545,0.005769783992139545,0.005769783992139545
,heat,,,,,1,1,event,United States|North Dakota|Canola|2002|spring,United States,North Dakota,Canola,2002.0,spring,-0.16603139580791335,0.16603139580791335,0.16603139580791335
,drought,,,,,3,3,event,United States|North Dakota|Canola|2002|spring,United States,North Dakota,Canola,2002.0,spring,-0.09737900352697057,0.09737900352697057,0.09737900352697057
,frost_cold,,,,,4,4,event,United States|North Dakota|Canola|2002|spring,United States,North Dakota,Canola,2002.0,spring,-0.05869937847479298,0.05869937847479298,0.05869937847479298
,excess_rain,,,,,2,2,event,United States|North Dakota|Canola|2002|spring,United States,North Dakota,Canola,2002.0,spring,-0.12594134681347724,0.12594134681347724,0.12594134681347724
,radiation,,,,,5,5,event,United States|North Dakota|Canola|2002|spring,United States,North Dakota,Canola,2002.0,spring,-0.0021542857354504424,0.0021542857354504424,0.0021542857354504424
,heat,,,,,5,5,event,United States|Colorado|Oats|2002|spring,United States,Colorado,Oats,2002.0,spring,0.00443496101835814,0.00443496101835814,0.0
,drought,,,,,1,1,event,United States|Colorado|Oats|2002|spring,United States,Colorado,Oats,2002.0,spring,-0.19686230784100417,0.19686230784100417,0.19686230784100417
,frost_cold,,,,,3,3,event,United States|Colorado|Oats|2002|spring,United States,Colorado,Oats,2002.0,spring,-0.0188126868598579,0.0188126868598579,0.0188126868598579
,excess_rain,,,,,2,2,event,United States|Colorado|Oats|2002|spring,United States,Colorado,Oats,2002.0,spring,-0.1187216856413067,0.1187216856413067,0.1187216856413067
,radiation,,,,,4,4,event,United States|Colorado|Oats|2002|spring,United States,Colorado,Oats,2002.0,spring,-0.010645671481547898,0.010645671481547898,0.010645671481547898
,heat,,,,,1,1,event,United States|Nebraska|Oats|2002|spring,United States,Nebraska,Oats,2002.0,spring,-0.21350189379010948,0.21350189379010948,0.21350189379010948
,drought,,,,,3,3,event,United States|Nebraska|Oats|2002|spring,United States,Nebraska,Oats,2002.0,spring,-0.12865286161361206,0.12865286161361206,0.12865286161361206
,frost_cold,,,,,4,4,event,United States|Nebraska|Oats|2002|spring,United States,Nebraska,Oats,2002.0,spring,-0.032397946233661656,0.032397946233661656,0.032397946233661656
,excess_rain,,,,,2,2,event,United States|Nebraska|Oats|2002|spring,United States,Nebraska,Oats,2002.0,spring,-0.16491754819949003,0.16491754819949003,0.16491754819949003
,radiation,,,,,5,5,event,United States|Nebraska|Oats|2002|spring,United States,Nebraska,Oats,2002.0,spring,-0.011604116705204429,0.011604116705204429,0.011604116705204429
,heat,,,,,1,1,event,United States|North Dakota|Oats|2002|spring,United States,North Dakota,Oats,2002.0,spring,-0.17246907002449527,0.17246907002449527,0.17246907002449527
,drought,,,,,3,3,event,United States|North Dakota|Oats|2002|spring,United States,North Dakota,Oats,2002.0,spring,-0.10021286978752598,0.10021286978752598,0.10021286978752598
,frost_cold,,,,,4,4,event,United States|North Dakota|Oats|2002|spring,United States,North Dakota,Oats,2002.0,spring,-0.06186761553630216,0.06186761553630216,0.06186761553630216
,excess_rain,,,,,2,2,event,United States|North Dakota|Oats|2002|spring,United States,North Dakota,Oats,2002.0,spring,-0.13086857656545556,0.13086857656545556,0.13086857656545556
,radiation,,,,,5,5,event,United States|North Dakota|Oats|2002|spring,United States,North Dakota,Oats,2002.0,spring,-0.006082966878786867,0.006082966878786867,0.006082966878786867
,heat,,,,,1,1,event,United States|South Dakota|Oats|2002|spring,United States,South Dakota,Oats,2002.0,spring,-0.23629909388514103,0.23629909388514103,0.23629909388514103
,drought,,,,,2,2,event,United States|South Dakota|Oats|2002|spring,United States,South Dakota,Oats,2002.0,spring,-0.152223911017007,0.152223911017007,0.152223911017007
,frost_cold,,,,,4,4,event,United States|South Dakota|Oats|2002|spring,United States,South Dakota,Oats,2002.0,spring,-0.07582691920549112,0.07582691920549112,0.07582691920549112
,excess_rain,,,,,3,3,event,United States|South Dakota|Oats|2002|spring,United States,South Dakota,Oats,2002.0,spring,-0.15166958834866603,0.15166958834866603,0.15166958834866603
,radiation,,,,,5,5,event,United States|South Dakota|Oats|2002|spring,United States,South Dakota,Oats,2002.0,spring,-0.013075885614346486,0.013075885614346486,0.013075885614346486
,heat,,,,,4,4,event,United States|Colorado|Wheat|2002|winter,United States,Colorado,Wheat,2002.0,winter,-0.04281364301424848,0.04281364301424848,0.04281364301424848
,drought,,,,,1,1,event,United States|Colorado|Wheat|2002|winter,United States,Colorado,Wheat,2002.0,winter,-0.45512084505927547,0.45512084505927547,0.45512084505927547
,frost_cold,,,,,3,3,event,United States|Colorado|Wheat|2002|winter,United States,Colorado,Wheat,2002.0,winter,-0.04791766425359615,0.04791766425359615,0.04791766425359615
,excess_rain,,,,,2,2,event,United States|Colorado|Wheat|2002|winter,United States,Colorado,Wheat,2002.0,winter,-0.0675811676297308,0.0675811676297308,0.0675811676297308
,radiation,,,,,5,5,event,United States|Colorado|Wheat|2002|winter,United States,Colorado,Wheat,2002.0,winter,-0.020510985173764852,0.020510985173764852,0.020510985173764852
,heat,,,,,3,3,event,United States|Illinois|Wheat|2002|winter,United States,Illinois,Wheat,2002.0,winter,-0.08174002472342905,0.08174002472342905,0.08174002472342905
,drought,,,,,2,2,event,United States|Illinois|Wheat|2002|winter,United States,Illinois,Wheat,2002.0,winter,-0.1069789027330469,0.1069789027330469,0.1069789027330469
,frost_cold,,,,,4,4,event,United States|Illinois|Wheat|2002|winter,United States,Illinois,Wheat,2002.0,winter,-0.05382308331886186,0.05382308331886186,0.05382308331886186
,excess_rain,,,,,1,1,event,United States|Illinois|Wheat|2002|winter,United States,Illinois,Wheat,2002.0,winter,-0.13820312816172248,0.13820312816172248,0.13820312816172248
,radiation,,,,,5,5,event,United States|Illinois|Wheat|2002|winter,United States,Illinois,Wheat,2002.0,winter,-0.021727150146650977,0.021727150146650977,0.021727150146650977
,heat,,,,,4,4,event,United States|Minnesota|Wheat|2002|spring,United States,Minnesota,Wheat,2002.0,spring,-0.07070148476054099,0.07070148476054099,0.07070148476054099
,drought,,,,,1,1,event,United States|Minnesota|Wheat|2002|spring,United States,Minnesota,Wheat,2002.0,spring,-0.18886353479293888,0.18886353479293888,0.18886353479293888
,frost_cold,,,,,2,2,event,United States|Minnesota|Wheat|2002|spring,United States,Minnesota,Wheat,2002.0,spring,-0.13842573712247114,0.13842573712247114,0.13842573712247114
,excess_rain,,,,,3,3,event,United States|Minnesota|Wheat|2002|spring,United States,Minnesota,Wheat,2002.0,spring,-0.11299976665770903,0.11299976665770903,0.11299976665770903
,radiation,,,,,5,5,event,United States|Minnesota|Wheat|2002|spring,United States,Minnesota,Wheat,2002.0,spring,-0.009972053538984008,0.009972053538984008,0.009972053538984008
,heat,,,,,1,1,event,United States|Montana|Wheat|2002|spring,United States,Montana,Wheat,2002.0,spring,-0.17293831841325133,0.17293831841325133,0.17293831841325133
,drought,,,,,5,5,event,United States|Montana|Wheat|2002|spring,United States,Montana,Wheat,2002.0,spring,-0.005430154706803594,0.005430154706803594,0.005430154706803594
,frost_cold,,,,,2,2,event,United States|Montana|Wheat|2002|spring,United States,Montana,Wheat,2002.0,spring,-0.10010702178319261,0.10010702178319261,0.10010702178319261
,excess_rain,,,,,3,3,event,United States|Montana|Wheat|2002|spring,United States,Montana,Wheat,2002.0,spring,-0.06035584331282763,0.06035584331282763,0.06035584331282763
,radiation,,,,,4,4,event,United States|Montana|Wheat|2002|spring,United States,Montana,Wheat,2002.0,spring,-0.005648684544477606,0.005648684544477606,0.005648684544477606
,heat,,,,,2,2,event,United States|Nebraska|Wheat|2002|winter,United States,Nebraska,Wheat,2002.0,winter,-0.05604747409605971,0.05604747409605971,0.05604747409605971
,drought,,,,,1,1,event,United States|Nebraska|Wheat|2002|winter,United States,Nebraska,Wheat,2002.0,winter,-0.2934030713869387,0.2934030713869387,0.2934030713869387
,frost_cold,,,,,4,4,event,United States|Nebraska|Wheat|2002|winter,United States,Nebraska,Wheat,2002.0,winter,-0.009914251677082393,0.009914251677082393,0.009914251677082393
,excess_rain,,,,,3,3,event,United States|Nebraska|Wheat|2002|winter,United States,Nebraska,Wheat,2002.0,winter,-0.05522902467292607,0.05522902467292607,0.05522902467292607
,radiation,,,,,5,5,event,United States|Nebraska|Wheat|2002|winter,United States,Nebraska,Wheat,2002.0,winter,-0.005432351187149183,0.005432351187149183,0.005432351187149183
,heat,,,,,1,1,event,United States|North Dakota|Wheat|2002|spring,United States,North Dakota,Wheat,2002.0,spring,-0.16990414751097027,0.16990414751097027,0.16990414751097027
,drought,,,,,3,3,event,United States|North Dakota|Wheat|2002|spring,United States,North Dakota,Wheat,2002.0,spring,-0.09986379917282978,0.09986379917282978,0.09986379917282978
,frost_cold,,,,,4,4,event,United States|North Dakota|Wheat|2002|spring,United States,North Dakota,Wheat,2002.0,spring,-0.061840934993315506,0.061840934993315506,0.061840934993315506
,excess_rain,,,,,2,2,event,United States|North Dakota|Wheat|2002|spring,United States,North Dakota,Wheat,2002.0,spring,-0.13155741702310692,0.13155741702310692,0.13155741702310692
,radiation,,,,,5,5,event,United States|North Dakota|Wheat|2002|spring,United States,North Dakota,Wheat,2002.0,spring,-0.004696613885429567,0.004696613885429567,0.004696613885429567
,heat,,,,,1,1,event,United States|South Dakota|Wheat|2002|spring,United States,South Dakota,Wheat,2002.0,spring,-0.23204571426417828,0.23204571426417828,0.23204571426417828
,drought,,,,,3,3,event,United States|South Dakota|Wheat|2002|spring,United States,South Dakota,Wheat,2002.0,spring,-0.1499875019708718,0.1499875019708718,0.1499875019708718
,frost_cold,,,,,4,4,event,United States|South Dakota|Wheat|2002|spring,United States,South Dakota,Wheat,2002.0,spring,-0.07186205631395653,0.07186205631395653,0.07186205631395653
,excess_rain,,,,,2,2,event,United States|South Dakota|Wheat|2002|spring,United States,South Dakota,Wheat,2002.0,spring,-0.15052661297164716,0.15052661297164716,0.15052661297164716
,radiation,,,,,5,5,event,United States|South Dakota|Wheat|2002|spring,United States,South Dakota,Wheat,2002.0,spring,-0.012498972326058212,0.012498972326058212,0.012498972326058212
,heat,,,,,1,1,event,United States|Montana|Barley|2003|spring,United States,Montana,Barley,2003.0,spring,-0.09831807078717603,0.09831807078717603,0.09831807078717603
,drought,,,,,2,2,event,United States|Montana|Barley|2003|spring,United States,Montana,Barley,2003.0,spring,-0.09823044132348525,0.09823044132348525,0.09823044132348525
,frost_cold,,,,,4,4,event,United States|Montana|Barley|2003|spring,United States,Montana,Barley,2003.0,spring,-0.024851495559076935,0.024851495559076935,0.024851495559076935
,excess_rain,,,,,3,3,event,United States|Montana|Barley|2003|spring,United States,Montana,Barley,2003.0,spring,-0.05007251938489346,0.05007251938489346,0.05007251938489346
,radiation,,,,,5,5,event,United States|Montana|Barley|2003|spring,United States,Montana,Barley,2003.0,spring,-0.01559268226396784,0.01559268226396784,0.01559268226396784
,heat,,,,,4,4,event,United States|Washington|Barley|2003|spring,United States,Washington,Barley,2003.0,spring,-0.019818169257750137,0.019818169257750137,0.019818169257750137
,drought,,,,,1,1,event,United States|Washington|Barley|2003|spring,United States,Washington,Barley,2003.0,spring,-0.4570151959909217,0.4570151959909217,0.4570151959909217
,frost_cold,,,,,3,3,event,United States|Washington|Barley|2003|spring,United States,Washington,Barley,2003.0,spring,-0.02203878691680396,0.02203878691680396,0.02203878691680396
,excess_rain,,,,,2,2,event,United States|Washington|Barley|2003|spring,United States,Washington,Barley,2003.0,spring,-0.16811839164730907,0.16811839164730907,0.16811839164730907
,radiation,,,,,5,5,event,United States|Washington|Barley|2003|spring,United States,Washington,Barley,2003.0,spring,-0.005391934223393756,0.005391934223393756,0.005391934223393756
,heat,,,,,2,2,event,United States|Montana|Canola|2003|spring,United States,Montana,Canola,2003.0,spring,-0.08884883665982032,0.08884883665982032,0.08884883665982032
,drought,,,,,1,1,event,United States|Montana|Canola|2003|spring,United States,Montana,Canola,2003.0,spring,-0.09955666574508865,0.09955666574508865,0.09955666574508865
,frost_cold,,,,,4,4,event,United States|Montana|Canola|2003|spring,United States,Montana,Canola,2003.0,spring,-0.03011745205167519,0.03011745205167519,0.03011745205167519
,excess_rain,,,,,3,3,event,United States|Montana|Canola|2003|spring,United States,Montana,Canola,2003.0,spring,-0.054113790806166996,0.054113790806166996,0.054113790806166996
,radiation,,,,,5,5,event,United States|Montana|Canola|2003|spring,United States,Montana,Canola,2003.0,spring,-0.016784871611504614,0.016784871611504614,0.016784871611504614
,heat,,,,,4,4,event,United States|Washington|Oats|2003|spring,United States,Washington,Oats,2003.0,spring,-0.02046978162180588,0.02046978162180588,0.02046978162180588
,drought,,,,,1,1,event,United States|Washington|Oats|2003|spring,United States,Washington,Oats,2003.0,spring,-0.45609155715990135,0.45609155715990135,0.45609155715990135
,frost_cold,,,,,3,3,event,United States|Washington|Oats|2003|spring,United States,Washington,Oats,2003.0,spring,-0.025220729119513105,0.025220729119513105,0.025220729119513105
,excess_rain,,,,,2,2,event,United States|Washington|Oats|2003|spring,United States,Washington,Oats,2003.0,spring,-0.16936945399110295,0.16936945399110295,0.16936945399110295
,radiation,,,,,5,5,event,United States|Washington|Oats|2003|spring,United States,Washington,Oats,2003.0,spring,-0.00497665779696733,0.00497665779696733,0.00497665779696733
,heat,,,,,1,1,event,United States|Kansas|Barley|2004|spring,United States,Kansas,Barley,2004.0,spring,-0.2274762602466268,0.2274762602466268,0.2274762602466268
,drought,,,,,4,4,event,United States|Kansas|Barley|2004|spring,United States,Kansas,Barley,2004.0,spring,-0.03447057334173928,0.03447057334173928,0.03447057334173928
,frost_cold,,,,,3,3,event,United States|Kansas|Barley|2004|spring,United States,Kansas,Barley,2004.0,spring,-0.04012642950718885,0.04012642950718885,0.04012642950718885
,excess_rain,,,,,2,2,event,United States|Kansas|Barley|2004|spring,United States,Kansas,Barley,2004.0,spring,-0.07292325671042961,0.07292325671042961,0.07292325671042961
,radiation,,,,,5,5,event,United States|Kansas|Barley|2004|spring,United States,Kansas,Barley,2004.0,spring,-0.019938601777009127,0.019938601777009127,0.019938601777009127
,heat,,,,,1,4,event,United States|Colorado|Oats|2004|spring,United States,Colorado,Oats,2004.0,spring,0.03464831216865147,0.03464831216865147,0.0
,drought,,,,,3,2,event,United States|Colorado|Oats|2004|spring,United States,Colorado,Oats,2004.0,spring,-0.030957042006902996,0.030957042006902996,0.030957042006902996
,frost_cold,,,,,5,5,event,United States|Colorado|Oats|2004|spring,United States,Colorado,Oats,2004.0,spring,0.0014348691298504829,0.0014348691298504829,0.0
,excess_rain,,,,,4,3,event,United States|Colorado|Oats|2004|spring,United States,Colorado,Oats,2004.0,spring,-0.019867203916344965,0.019867203916344965,0.019867203916344965
,radiation,,,,,2,1,event,United States|Colorado|Oats|2004|spring,United States,Colorado,Oats,2004.0,spring,-0.03155748691741579,0.03155748691741579,0.03155748691741579
,heat,,,,,4,4,event,United States|Colorado|Wheat|2004|winter,United States,Colorado,Wheat,2004.0,winter,-0.01677244141726032,0.01677244141726032,0.01677244141726032
,drought,,,,,1,1,event,United States|Colorado|Wheat|2004|winter,United States,Colorado,Wheat,2004.0,winter,-0.266786919837737,0.266786919837737,0.266786919837737
,frost_cold,,,,,5,5,event,United States|Colorado|Wheat|2004|winter,United States,Colorado,Wheat,2004.0,winter,0.0017981779100743932,0.0017981779100743932,0.0
,excess_rain,,,,,2,2,event,United States|Colorado|Wheat|2004|winter,United States,Colorado,Wheat,2004.0,winter,-0.05227512163100166,0.05227512163100166,0.05227512163100166
,radiation,,,,,3,3,event,United States|Colorado|Wheat|2004|winter,United States,Colorado,Wheat,2004.0,winter,-0.021154521778508836,0.021154521778508836,0.021154521778508836
,heat,,,,,2,2,event,United States|Minnesota|Barley|2005|spring,United States,Minnesota,Barley,2005.0,spring,-0.08085762622388276,0.08085762622388276,0.08085762622388276
,drought,,,,,4,4,event,United States|Minnesota|Barley|2005|spring,United States,Minnesota,Barley,2005.0,spring,-0.059816134004264054,0.059816134004264054,0.059816134004264054
,frost_cold,,,,,3,3,event,United States|Minnesota|Barley|2005|spring,United States,Minnesota,Barley,2005.0,spring,-0.06332160463977045,0.06332160463977045,0.06332160463977045
,excess_rain,,,,,1,1,event,United States|Minnesota|Barley|2005|spring,United States,Minnesota,Barley,2005.0,spring,-0.1117906853598297,0.1117906853598297,0.1117906853598297
,radiation,,,,,5,5,event,United States|Minnesota|Barley|2005|spring,United States,Minnesota,Barley,2005.0,spring,-0.049186125840357,0.049186125840357,0.049186125840357
,heat,,,,,2,2,event,United States|Minnesota|Canola|2005|spring,United States,Minnesota,Canola,2005.0,spring,-0.08341382812810533,0.08341382812810533,0.08341382812810533
,drought,,,,,4,4,event,United States|Minnesota|Canola|2005|spring,United States,Minnesota,Canola,2005.0,spring,-0.05614910030495119,0.05614910030495119,0.05614910030495119
,frost_cold,,,,,3,3,event,United States|Minnesota|Canola|2005|spring,United States,Minnesota,Canola,2005.0,spring,-0.06253371875749529,0.06253371875749529,0.06253371875749529
,excess_rain,,,,,1,1,event,United States|Minnesota|Canola|2005|spring,United States,Minnesota,Canola,2005.0,spring,-0.11478053255379972,0.11478053255379972,0.11478053255379972
,radiation,,,,,5,5,event,United States|Minnesota|Canola|2005|spring,United States,Minnesota,Canola,2005.0,spring,-0.0487150824887792,0.0487150824887792,0.0487150824887792
,heat,,,,,5,5,event,United States|Colorado|Wheat|2005|winter,United States,Colorado,Wheat,2005.0,winter,0.006696078872938169,0.006696078872938169,0.0
,drought,,,,,1,1,event,United States|Colorado|Wheat|2005|winter,United States,Colorado,Wheat,2005.0,winter,-0.28516853550376403,0.28516853550376403,0.28516853550376403
,frost_cold,,,,,3,3,event,United States|Colorado|Wheat|2005|winter,United States,Colorado,Wheat,2005.0,winter,-0.06915189323205134,0.06915189323205134,0.06915189323205134
,excess_rain,,,,,2,2,event,United States|Colorado|Wheat|2005|winter,United States,Colorado,Wheat,2005.0,winter,-0.11368961564379984,0.11368961564379984,0.11368961564379984
,radiation,,,,,4,4,event,United States|Colorado|Wheat|2005|winter,United States,Colorado,Wheat,2005.0,winter,-0.012455656102305295,0.012455656102305295,0.012455656102305295
,heat,,,,,1,1,event,United States|Kansas|Barley|2006|spring,United States,Kansas,Barley,2006.0,spring,-0.23207722594154034,0.23207722594154034,0.23207722594154034
,drought,,,,,2,2,event,United States|Kansas|Barley|2006|spring,United States,Kansas,Barley,2006.0,spring,-0.10247760890116607,0.10247760890116607,0.10247760890116607
,frost_cold,,,,,4,4,event,United States|Kansas|Barley|2006|spring,United States,Kansas,Barley,2006.0,spring,-0.03800047818765606,0.03800047818765606,0.03800047818765606
,excess_rain,,,,,3,3,event,United States|Kansas|Barley|2006|spring,United States,Kansas,Barley,2006.0,spring,-0.055750878413113505,0.055750878413113505,0.055750878413113505
,radiation,,,,,5,5,event,United States|Kansas|Barley|2006|spring,United States,Kansas,Barley,2006.0,spring,-0.020507992694427227,0.020507992694427227,0.020507992694427227
,heat,,,,,2,2,event,United States|North Dakota|Barley|2006|spring,United States,North Dakota,Barley,2006.0,spring,-0.13140923477014346,0.13140923477014346,0.13140923477014346
,drought,,,,,3,3,event,United States|North Dakota|Barley|2006|spring,United States,North Dakota,Barley,2006.0,spring,-0.12049998200712177,0.12049998200712177,0.12049998200712177
,frost_cold,,,,,4,4,event,United States|North Dakota|Barley|2006|spring,United States,North Dakota,Barley,2006.0,spring,-0.029658822646307974,0.029658822646307974,0.029658822646307974
