feature_design,n_weather_features,r2,rmse_t_ha,mae_t_ha,median_ae_t_ha,spearman,sign_accuracy
full_season_only,35,-0.01662387721811731,0.6694693614708805,0.4732353001949823,0.3539597698283193,0.21444411730105403,0.6456456456456456
full_season_plus_stage_proxies,50,0.0004374645226551399,0.6638279564180073,0.47162244476562204,0.358859600284917,0.23232337019221083,0.6186186186186187
