model,feature_family,n_features,validation_rmse_t_ha,n_final,baseline_rmse_t_ha,delta_rmse_t_ha,delta_rmse_ci95_low,delta_rmse_ci95_high,status,r2,rmse_t_ha,mae_t_ha,sign_accuracy,spearman
hist_gradient_boosting,weather_only,35,0.38185658558993213,333,0.6740646712450391,0.0014328321616988715,-0.016448264869891708,0.018998093223715286,SENSITIVITY FAIL,-0.03501439461729983,0.675497503406738,0.4772346396282118,0.5945945945945946,0.19282159636424134
elastic_net,weather_only,35,0.4067874166017379,333,0.6740646712450391,-2.674145885694923e-05,-0.0005996497516223027,0.000506534893689744,SENSITIVITY FAIL,-0.030546435498016722,0.6740379297861822,0.4927263010044313,0.4924924924924925,0.16289318874292846
